1	819596	819761	segment8	0
1	819761	819856	segment8	1
1	819856	819892	segment8	2
1	819892	819935	segment8	3
1	819935	820003	segment8	4
1	820003	820049	segment8	5
1	820049	820062	segment8	4
1	820062	820142	segment8	3
1	820142	820169	segment8	4
1	820169	820234	segment8	3
1	820234	820247	segment8	2
1	820247	820248	segment8	1
1	820248	820283	segment8	2
1	820283	820362	segment8	3
1	820362	820431	segment8	2
1	820431	820456	segment8	1
1	820456	820596	segment8	0
1	827092	827101	segment9	1
1	827101	827256	segment9	2
1	827256	827261	segment9	4
1	827261	827262	segment9	9
1	827262	827266	segment9	10
1	827266	827272	segment9	11
1	827272	827273	segment9	12
1	827273	827274	segment9	13
1	827274	827280	segment9	14
1	827280	827289	segment9	15
1	827289	827292	segment9	17
1	827292	827296	segment9	19
1	827296	827297	segment9	20
1	827297	827302	segment9	21
1	827302	827322	segment9	23
1	827322	827324	segment9	24
1	827324	827344	segment9	26
1	827344	827349	segment9	28
1	827349	827360	segment9	29
1	827360	827381	segment9	30
1	827381	827384	segment9	31
1	827384	827399	segment9	32
1	827399	827403	segment9	33
1	827403	827407	segment9	34
1	827407	827409	segment9	35
1	827409	827414	segment9	36
1	827414	827426	segment9	39
1	827426	827429	segment9	40
1	827429	827432	segment9	41
1	827432	827452	segment9	42
1	827452	827457	segment9	41
1	827457	827461	segment9	40
1	827461	827473	segment9	39
1	827473	827475	segment9	40
1	827475	827481	segment9	41
1	827481	827484	segment9	42
1	827484	827485	segment9	40
1	827485	827490	segment9	41
1	827490	827497	segment9	47
1	827497	827499	segment9	49
1	827499	827501	segment9	45
1	827501	827502	segment9	44
1	827502	827506	segment9	45
1	827506	827507	segment9	44
1	827507	827512	segment9	45
1	827512	827514	segment9	44
1	827514	827520	segment9	43
1	827520	827530	segment9	42
1	827530	827532	segment9	41
1	827532	827534	segment9	40
1	827534	827542	segment9	39
1	827542	827547	segment9	41
1	827547	827552	segment9	43
1	827552	827556	segment9	44
1	827556	827557	segment9	45
1	827557	827558	segment9	46
1	827558	827560	segment9	47
1	827560	827562	segment9	48
1	827562	827563	segment9	50
1	827563	827569	segment9	49
1	827569	827571	segment9	48
1	827571	827597	segment9	46
1	827597	827602	segment9	45
1	827602	827607	segment9	42
1	827607	827611	segment9	41
1	827611	827612	segment9	40
1	827612	827613	segment9	39
1	827613	827619	segment9	38
1	827619	827629	segment9	37
1	827629	827670	segment9	36
1	827670	827677	segment9	35
1	827677	827681	segment9	34
1	827681	827687	segment9	33
1	827687	827698	segment9	32
1	827698	827702	segment9	31
1	827702	827724	segment9	30
1	827724	827742	segment9	29
1	827742	827749	segment9	28
1	827749	827751	segment9	27
1	827751	827756	segment9	25
1	827756	827757	segment9	24
1	827757	827761	segment9	23
1	827761	827767	segment9	22
1	827767	827794	segment9	21
1	827794	827796	segment9	20
1	827796	827798	segment9	19
1	827798	827801	segment9	18
1	827801	827813	segment9	17
1	827813	827815	segment9	15
1	827815	827817	segment9	14
1	827817	827838	segment9	13
1	827838	827856	segment9	12
1	827856	827862	segment9	11
1	827862	827884	segment9	9
1	827884	827885	segment9	8
1	827885	827895	segment9	7
1	827895	827915	segment9	6
1	827915	827925	segment9	5
1	827925	827945	segment9	4
1	827945	827977	segment9	3
1	827977	827987	segment9	2
1	827987	828092	segment9	0
1	845366	845384	segment10	1
1	845384	845447	segment10	0
1	845447	845455	segment10	1
1	845455	845501	segment10	3
1	845501	845502	segment10	4
1	845502	845566	segment10	5
1	845566	845568	segment10	6
1	845568	845605	segment10	7
1	845605	845670	segment10	8
1	845670	845674	segment10	9
1	845674	845681	segment10	10
1	845681	845686	segment10	11
1	845686	845695	segment10	13
1	845695	845699	segment10	14
1	845699	845706	segment10	15
1	845706	845714	segment10	14
1	845714	845722	segment10	15
1	845722	845725	segment10	16
1	845725	845735	segment10	17
1	845735	845745	segment10	18
1	845745	845762	segment10	19
1	845762	845763	segment10	21
1	845763	845794	segment10	20
1	845794	845800	segment10	25
1	845800	845803	segment10	26
1	845803	845809	segment10	25
1	845809	845814	segment10	22
1	845814	845817	segment10	21
1	845817	845820	segment10	24
1	845820	845831	segment10	23
1	845831	845833	segment10	25
1	845833	845838	segment10	27
1	845838	845839	segment10	28
1	845839	845840	segment10	29
1	845840	845842	segment10	27
1	845842	845856	segment10	26
1	845856	845870	segment10	27
1	845870	845875	segment10	26
1	845875	845886	segment10	25
1	845886	845888	segment10	24
1	845888	845892	segment10	25
1	845892	845897	segment10	24
1	845897	845899	segment10	23
1	845899	845902	segment10	24
1	845902	845903	segment10	23
1	845903	845919	segment10	21
1	845919	845922	segment10	20
1	845922	845925	segment10	19
1	845925	845950	segment10	18
1	845950	845990	segment10	17
1	845990	846013	segment10	16
1	846013	846058	segment10	15
1	846058	846067	segment10	14
1	846067	846073	segment10	13
1	846073	846094	segment10	12
1	846094	846112	segment10	11
1	846112	846120	segment10	10
1	846120	846216	segment10	9
1	846216	846217	segment10	8
1	846217	846224	segment10	7
1	846224	846232	segment10	6
1	846232	846239	segment10	4
1	846239	846256	segment10	3
1	846256	846265	segment10	4
1	846265	846277	segment10	3
1	846277	846289	segment10	2
1	846289	846366	segment10	1
1	850114	850122	segment11	1
1	850122	850430	segment11	2
1	850430	850488	segment11	3
1	850488	850514	segment11	4
1	850514	850545	segment11	3
1	850545	850550	segment11	4
1	850550	850554	segment11	5
1	850554	850574	segment11	4
1	850574	850586	segment11	3
1	850586	850788	segment11	4
1	850788	850813	segment11	3
1	850813	850841	segment11	2
1	850841	850853	segment11	1
1	850853	851114	segment11	0
1	869454	869615	segment12	1
1	869615	869631	segment12	2
1	869631	869632	segment12	4
1	869632	869633	segment12	5
1	869633	869639	segment12	6
1	869639	869647	segment12	7
1	869647	869651	segment12	8
1	869651	869659	segment12	10
1	869659	869669	segment12	13
1	869669	869670	segment12	16
1	869670	869673	segment12	17
1	869673	869680	segment12	19
1	869680	869683	segment12	20
1	869683	869685	segment12	21
1	869685	869688	segment12	23
1	869688	869691	segment12	24
1	869691	869693	segment12	27
1	869693	869698	segment12	29
1	869698	869717	segment12	30
1	869717	869718	segment12	31
1	869718	869735	segment12	32
1	869735	869740	segment12	33
1	869740	869746	segment12	34
1	869746	869752	segment12	35
1	869752	869769	segment12	36
1	869769	869775	segment12	37
1	869775	869779	segment12	38
1	869779	869784	segment12	40
1	869784	869785	segment12	41
1	869785	869789	segment12	42
1	869789	869791	segment12	41
1	869791	869805	segment12	42
1	869805	869808	segment12	45
1	869808	869817	segment12	46
1	869817	869819	segment12	45
1	869819	869822	segment12	46
1	869822	869828	segment12	47
1	869828	869831	segment12	48
1	869831	869837	segment12	47
1	869837	869839	segment12	48
1	869839	869841	segment12	51
1	869841	869847	segment12	52
1	869847	869851	segment12	53
1	869851	869852	segment12	55
1	869852	869860	segment12	56
1	869860	869861	segment12	55
1	869861	869862	segment12	54
1	869862	869869	segment12	56
1	869869	869870	segment12	57
1	869870	869876	segment12	58
1	869876	869877	segment12	59
1	869877	869882	segment12	65
1	869882	869884	segment12	69
1	869884	869886	segment12	68
1	869886	869887	segment12	60
1	869887	869891	segment12	62
1	869891	869895	segment12	58
1	869895	869896	segment12	57
1	869896	869897	segment12	55
1	869897	869898	segment12	53
1	869898	869902	segment12	56
1	869902	869905	segment12	55
1	869905	869908	segment12	53
1	869908	869921	segment12	52
1	869921	869935	segment12	51
1	869935	869943	segment12	50
1	869943	869951	segment12	52
1	869951	869955	segment12	54
1	869955	869963	segment12	55
1	869963	869964	segment12	54
1	869964	869967	segment12	51
1	869967	869969	segment12	52
1	869969	869971	segment12	46
1	869971	869972	segment12	43
1	869972	869974	segment12	44
1	869974	869978	segment12	41
1	869978	869979	segment12	40
1	869979	869980	segment12	39
1	869980	869983	segment12	40
1	869983	869984	segment12	41
1	869984	869986	segment12	40
1	869986	869989	segment12	39
1	869989	869990	segment12	35
1	869990	869991	segment12	33
1	869991	869997	segment12	35
1	869997	869998	segment12	36
1	869998	870000	segment12	37
1	870000	870005	segment12	36
1	870005	870011	segment12	35
1	870011	870017	segment12	34
1	870017	870040	segment12	33
1	870040	870041	segment12	32
1	870041	870070	segment12	33
1	870070	870111	segment12	34
1	870111	870132	segment12	33
1	870132	870141	segment12	32
1	870141	870154	segment12	30
1	870154	870155	segment12	29
1	870155	870160	segment12	28
1	870160	870171	segment12	26
1	870171	870173	segment12	25
1	870173	870176	segment12	24
1	870176	870177	segment12	25
1	870177	870181	segment12	23
1	870181	870184	segment12	22
1	870184	870185	segment12	20
1	870185	870190	segment12	16
1	870190	870192	segment12	14
1	870192	870196	segment12	13
1	870196	870200	segment12	12
1	870200	870204	segment12	11
1	870204	870205	segment12	10
1	870205	870221	segment12	7
1	870221	870236	segment12	5
1	870236	870324	segment12	4
1	870324	870355	segment12	3
1	870355	870418	segment12	2
1	870418	870454	segment12	1
1	876596	876617	segment13	6
1	876617	876632	segment13	7
1	876632	876640	segment13	6
1	876640	876658	segment13	7
1	876658	876659	segment13	8
1	876659	876669	segment13	7
1	876669	876699	segment13	6
1	876699	876710	segment13	7
1	876710	876759	segment13	8
1	876759	876804	segment13	7
1	876804	876865	segment13	6
1	876865	876891	segment13	7
1	876891	876909	segment13	8
1	876909	876965	segment13	7
1	876965	876998	segment13	8
1	876998	877007	segment13	9
1	877007	877022	segment13	8
1	877022	877029	segment13	9
1	877029	877034	segment13	8
1	877034	877054	segment13	7
1	877054	877068	segment13	8
1	877068	877071	segment13	6
1	877071	877124	segment13	7
1	877124	877159	segment13	6
1	877159	877186	segment13	5
1	877186	877204	segment13	6
1	877204	877278	segment13	5
1	877278	877285	segment13	4
1	877285	877362	segment13	3
1	877362	877380	segment13	4
1	877380	877392	segment13	3
1	877392	877410	segment13	4
1	877410	877435	segment13	5
1	877435	877500	segment13	6
1	877500	877535	segment13	5
1	877535	877549	segment13	6
1	877549	877596	segment13	5
1	898092	898094	segment14	2
1	898094	898363	segment14	1
1	898363	898400	segment14	2
1	898400	898481	segment14	3
1	898481	898527	segment14	2
1	898527	898584	segment14	3
1	898584	898589	segment14	2
1	898589	898616	segment14	3
1	898616	898624	segment14	4
1	898624	898626	segment14	5
1	898626	898628	segment14	4
1	898628	898707	segment14	3
1	898707	898795	segment14	4
1	898795	898913	segment14	3
1	898913	898955	segment14	2
1	898955	898967	segment14	1
1	898967	898976	segment14	2
1	898976	899092	segment14	1
1	902036	902090	segment15	1
1	902090	902265	segment15	0
1	902265	902294	segment15	1
1	902294	902355	segment15	2
1	902355	902371	segment15	3
1	902371	902386	segment15	2
1	902386	902403	segment15	3
1	902403	902566	segment15	4
1	902566	902611	segment15	3
1	902611	902648	segment15	2
1	902648	902883	segment15	1
1	902883	903036	segment15	0
1	904228	904230	segment16.1	22
1	904230	904234	segment16.1	23
1	904234	904255	segment16.1	22
1	904255	904258	segment16.1	23
1	904258	904267	segment16.1	24
1	904267	904269	segment16.1	26
1	904269	904272	segment16.1	25
1	904272	904279	segment16.1	26
1	904279	904281	segment16.1	28
1	904281	904289	segment16.1	27
1	904289	904317	segment16.1	28
1	904317	904343	segment16.1	29
1	904343	904352	segment16.1	30
1	904352	904356	segment16.1	31
1	904356	904362	segment16.1	32
1	904362	904388	segment16.1	34
1	904388	904403	segment16.1	35
1	904403	904416	segment16.1	37
1	904416	904421	segment16.1	36
1	904421	904426	segment16.1	37
1	904426	904431	segment16.1	39
1	904431	904433	segment16.1	40
1	904433	904434	segment16.1	41
1	904434	904435	segment16.1	42
1	904435	904436	segment16.1	41
1	904436	904440	segment16.1	43
1	904440	904443	segment16.1	42
1	904443	904445	segment16.1	43
1	904445	904446	segment16.1	42
1	904446	904448	segment16.1	43
1	904448	904451	segment16.1	44
1	904451	904456	segment16.1	46
1	904456	904462	segment16.1	47
1	904462	904463	segment16.1	50
1	904463	904466	segment16.1	51
1	904466	904471	segment16.1	49
1	904471	904472	segment16.1	48
1	904472	904482	segment16.1	46
1	904482	904504	segment16.1	48
1	904504	904507	segment16.1	49
1	904507	904508	segment16.1	50
1	904508	904513	segment16.1	47
1	904513	904514	segment16.1	44
1	904514	904515	segment16.1	43
1	904515	904524	segment16.1	44
1	904524	904528	segment16.1	43
1	904528	904535	segment16.1	42
1	904535	904541	segment16.1	43
1	904541	904546	segment16.1	42
1	904546	904552	segment16.1	41
1	904552	904557	segment16.1	40
1	904557	904559	segment16.1	41
1	904559	904561	segment16.1	40
1	904561	904563	segment16.1	41
1	904563	904566	segment16.1	39
1	904566	904568	segment16.1	41
1	904568	904570	segment16.1	40
1	904570	904575	segment16.1	42
1	904575	904578	segment16.1	41
1	904578	904580	segment16.1	40
1	904580	904581	segment16.1	41
1	904581	904594	segment16.1	42
1	904594	904600	segment16.1	41
1	904600	904602	segment16.1	42
1	904602	904603	segment16.1	43
1	904603	904613	segment16.1	42
1	904613	904620	segment16.1	45
1	904620	904624	segment16.1	46
1	904624	904627	segment16.1	45
1	904627	904633	segment16.1	43
1	904633	904637	segment16.1	44
1	904637	904641	segment16.1	45
1	904641	904642	segment16.1	47
1	904642	904654	segment16.1	46
1	904654	904655	segment16.1	47
1	904655	904657	segment16.1	48
1	904657	904666	segment16.1	51
1	904666	904671	segment16.1	48
1	904671	904672	segment16.1	47
1	904672	904677	segment16.1	46
